name,website,email,phone,address,mission_statement,year_founded,popu_served,twitter,facebook,linkedin,instagram,programs,county
"Adoption Options, Inc",http://www.adoption-options.com,[email protected],3036951601,"1355 S. Colorado Blvd., Suite 501, Denver, CO, 80222","Adoption Options is an inclusive non-profit adoption agency dedicated to enriching the lives of children, youth and families.  We provide education, placement services, counseling and support for all members of the adoption community.
",1981,All Populations,,,,,"Infant adoption, designated adoption, foster to adopt (flexible families), Fresh Beginnings (second chance adoptions), custody evaluations, relinquishment counseling, abbreviated home studies, and training and education.
",Denver
AdvocacyDenver,http://www.advocacydenver.org,[email protected],303-831-7733,"950 S Cherry St Suite 1100, Denver, CO, 80246","AdvocacyDenver promotes and protects the human rights of people with disabilities and actively supports their full inclusion and participation in the community throughout their lifetimes.
",1954,People Living With Disabilities,,https://www.facebook.com/advocacydenverco/,,,"AdvocacyDenver is a civil rights advocacy organization serving children and youth with disabilities and adults with intellectual and developmental disabilities and their families. AdvocacyDenver provides individual, legal, and policy advocacy in Denver county.
",Denver
Advocates for Children CASA,http://www.adv4children.org,[email protected],303.328.2353,"16965 Pine Lane #120, Parker, CO, 80134","Speaking up for abused and neglected children through Court Appointed Special Advocates, CASA volunteers.
",1985,Children and Youth,,,,,"Dependency & Neglect CASAs, Truancy CASAs, Tutoring, Legacy Project Mentoring, Juvenile Delinquency CASAs
",Douglas
AfterHours Denver,https://afterhoursdenver.org,[email protected],(720) 414-0424,"1550 Larimer St, Suite 477, Denver, CO, 80202","We provide essential resources to those experiencing homelessness and poverty, while also offering community to the spiritually independent.
",2008,"All Populations, People Experiencing Homelessness, Low Income, Urban",,https://www.facebook.com/AfterHoursDenver,,https://www.instagram.com/afterhoursdenver,"We make and serve sack lunches everyday to those experiencing homelessness and poverty. We also run two annual free markets in Civic Center Park and Liberty Park where homeless and impoverished individuals can gather essential supplies. These two events are called Thankful for Long Johns and Christmas in the Park. They take place on Thanksgiving Day and Christmas Day. In addition, we create spaces in public places where the spiritually independent can build community.
",Denver
Aims Community College Foundation,https://www.aims.edu/foundation,[email protected],9703396556,"5401 W. 20th Street, Greeley, CO, 80634","To support the goals and objectives of Aims Community College by providing supplemental resources to ensure student success.
",1979,All Populations,,,,,"Scholarship development
Endowments
Program support
",Weld
Alameda Connects ,https://alamedaconnects.org/,[email protected],3032741807,"393 S. Harlan St., 210B, Lakewood, CO, 80226","We Foster Opportunity and Prosperity by Cultivating Connections Through the Celebration of our Vibrant Community
",1997,All Populations,https://twitter.com/AlamedaGateway,https://www.facebook.com/AlamedaConnects/,,https://www.instagram.com/alamedagateway/,"Arts, Street Beautification, Community development, economic development, safety
105,Colorado Music Festival and Center for Musical Arts,http://www.comusic.org,[email protected],303-665-0599,"200 E Baseline Rd, Lafayette, CO, 80026","Our mission is to inspire and connect community members of all ages by providing access to the best of the world's music through education and performance.
",1976,All Populations,https://twitter.com/comusicfestival,https://www.facebook.com/COmusicfestival,https://www.linkedin.com/company/colorado-music-festival,https://www.instagram.com/comusicfestival/,"Voice and musical instrument lessons, private, group, suzuki.  Jazz ensemble and combo, voice ensemble, Music Together classes, Dalcroze classes for adult and child.  Summer Classical Music Festival.
",Boulder
106,Colorado New Style Foundation,,[email protected],7202719466,"5290 Centennial Trail, Denver, CO, 80303","To expand the reach of dance and Latin culture in Colorado through quality education and instruction.
",2019,"All Populations, Children and Youth, Low Income, Women and Girls",,,,,"Dance Classes, Dance Competition, After school programs
",Boulder
107,Colorado Nonprofit Association,http://www.ColoradoNonprofits.org,[email protected],3038134211,"789 Sherman St Suite 240, Denver, CO, 80203","To lead, serve and strengthen Colorado's nonprofit community to improve the quality of life throughout our state.
",1986,Other,,,,,"Trainings, Advocacy, Knowledge Center, Help Desk, Pro Bono Legal Group, Group Purchase Discounts, Salary Survey.
",Denver
108,Colorado Nonprofit Development Center,http://www.cndc.org,[email protected],720-855-0501,"789 Sherman St Suite 250, Denver, CO, 80203","Our Vision: Thriving, Compassionate Communities for all Coloradans.&lt;br /&gt;
 &lt;br /&gt;
Our Mission: Colorado Nonprofit Development Center maximizes the impact of nonprofits through fiscal sponsorship to enable all Colorado communities to thrive.
",1999,All Populations,,https://www.facebook.com/ColoradoNonprofitDevelopmentCenter/,,,"Fiscal Sponsorship
",Denver
109,Colorado Nonprofit Legal Center,https://www.conplc.org,[email protected],720-323-2720,"P.O. Box 22689, Denver, CO, 80222","To provide affordable legal services and governance education to nonprofits operating in Colorado.
",2019,"All Populations, Other",,https://www.facebook.com/coloradononprofitlegalcenter,https://www.linkedin.com/company/68215880/admin/,,"Legal services, governance education
",Denver
110,Colorado Pet Pantry,http://www.coloradopetpantry.org,[email protected],7204413111,"P.O. Box 323, Boulder, CO, 80306","The Colorado Pet Pantry will temporarily feed Colorado pets, allowing families to increase their ability to care for pets with the goal of keeping them out of shelters and with their families.
",2013,"All Populations, Animals",http://twitter.com/copetpantry,https://www.facebook.com/ColoradoPetPantry/,https://www.linkedin.com/company/colorado-pet-pantry/,http://instagram.com/coloradopetpantry,"Pet Food Bank Program
Emergency Pet Food Assistance Program
Animal Welfare Share Program
",Boulder
111,Colorado Photographic Arts Center,http://www.cpacphoto.org,[email protected],303-837-1341,"1070 BANNOCK ST STE 75, Denver, CO, 80204","CPAC is dedicated to fostering the understanding and appreciation of excellent photography in all forms and concepts through exhibitions, education and community outreach.
",1963,All Populations,https://twitter.com/cpacphoto,https://www.facebook.com/cpacphoto,,https://www.instagram.com/cpacphoto/,"Workshops, classes, lectures, exhibitions, and portfolio reviews.
",Denver
112,"Colorado Public Television, Inc.",http://www.pbs12.org,[email protected],303-296-1212,"2900 Welton Street, Denver, CO, 80205","To cultivate an informed, energized community in Colorado by connecting diverse people through education, shared experiences, and reflective civic discourse.
",1977,All Populations,,,,,"TV Station
",Denver
113,Colorado Rapids Youth Soccer Club,http://rapidsyouthsoccer.org,[email protected],3033995858,"111 HAVANA ST # 120, Aurora, CO, 80010","We provide an environment where young soccer players from diverse backgrounds are guided and inspired to reach their full potential both on and off the field.
",2006,"Children and Youth, Families, Latino/Hispanic, Low Income",https://twitter.com/RapidsYouthClub,https://www.facebook.com/RapidsYouthSoccerClub/,https://www.linkedin.com/company/colorado-rapids-youth-soccer-club/,https://www.instagram.com/rapidsyouthsoccer/,"Youth soccer leagues, camps, clinics and tournaments for children age 3 to 19.
",Arapahoe
114,Colorado Rural Health Center,http://coruralhealth.org,[email protected],720-641-7528,"3033 S PARKER RD STE 606, Aurora, CO, 80014","The mission of CRHC is enhancing healthcare services by providing information, education, linkages, tools and energy toward addressing rural healthcare issues. 
Information: CRHC is a clearinghouse of information and resources on rural health issues in Colorado and the country. This information is available to healthcare consumers, advocates, facilities, programs and services.
Education: CRHC sponsors a variety of educational events including workshops, meetings, conferences, conference calls and webinars, which provide education about rural healthcare. In addition to educating those who live in rural communities, CRHC advocates for accessible, high quality healthcare services in rural Colorado by educating legislative decision-makers and keeping urban counterparts informed of current rural healthcare issues.
Linkages: Rural health issues can often be addressed by connecting federal and state, private and public resources with people and communities. CRHC identifies successful healthcare projects, activities and agencies, and links them together through formal and informal methods.
Tools: CRHC administers several grant programs and provides Rural Health Seed Grants for startup projects addressing rural health issues.  Other tools include resources from state, federal and private agencies, education, and networking.
",1991,All Populations,,,,,"The CRHC is an independent, non-profit, membership-based organization that serves as the State Office of Rural Health (SORH) and Rural Health Association for Colorado. CRHC has a statewide constituency of over 3,500 people and organizations. It also serves as the state’s grantee for the federal Health Resources and Services Administration’s (HRSA) Medicare Rural Hospital Flexibility Program (Flex Program), the State Office of Rural Health (SORH) grant, as well as the Small Rural Hospital Improvement Program (SHIP) grant. CRHC is a diverse mix of people and programs located throughout the state of Colorado. The common thread is an interest in rural health – its delivery system, providers and people.  CRHC administers programs and partners with many organizations to ensure rural communities have access to adequate healthcare and emergency medical services and to ensure healthcare delivery systems achieve financial stability.
CRHC advocates on behalf of the healthcare needs of rural Colorado. In order to assess the general landscape of rural health issues throughout the state, CRHC relies upon rural healthcare providers and consumers in helping shape CRHC policy and advocacy agenda. CRHC is considered to be the primary voice for rural residents of Colorado by tracking, analyzing, and influencing legislation and regulations that will impact the health of Colorado’s rural communities.
",Arapahoe
115,Colorado State Patrol Family Foundation,http://www.cspff.net,[email protected],720-269-4046 x102,"55 WADSWORTH BLVD, Lakewood, CO, 80226","The Colorado State Patrol Family Foundation (CSPFF) was established in 1980 to support the families of Colorado State Patrol (CSP) officers. In addition to providing financial assistance to the families of deceased members of the Association of Colorado State Patrol Professionals, it assists in the education of dependent widows and children of officers killed in the line of duty. In keeping with its mission to promote and ensure safety on Colorado's roads and in the community, the CSPFF expanded its services to include a variety of educational programs not only for members of the Association of Colorado State Patrol Professionals, but for the general public, as well. All contributions to the Foundation are tax-deductible. The CSPFF Board of Directors thanks those who support the Foundation.
",1981,All Populations,,,,,"For members of the ACSPP: Fallen Officers Fund, College Scholarship Funds, Hardship Fund. for members of the public: Alive at 25, Attitudinal Dynamics of Driving, DDC4 On-line, Motorcycle Safety On-line.
",Jefferson
116,Colorado Symphony Association,https://coloradosymphony.org,[email protected],303-623-7876,"1000 14th St. No.15, Denver, CO, 80202","Creating extraordinary musical experiences that transport today's listener, from the best of the past to the edge of the future.
",1930,All Populations,,,,,"Symphonic concerts; Youth educational experiences
",Denver
117,Colorado Technology Community Foundation,http://www.kidstek.org,[email protected],303-818-1474,"P.O. Box 693, Englewood, CO, 80151","The mission of KidsTek is to increase the technology literacy of students at Colorado's highest-needs schools through our innovative after school, project based enrichment programs, and our in-school technical certification programs. KidsTek provides an extensive technology curriculum for our host schools with the goal of providing the tools for long-term academic and career success.
",2000,Children and Youth,,,,,"After School Technology enrichment classes for grades K-8
In-School graded electives in Business Computing, Introduction to Computer Systems, and Introduction to Programming
",Arapahoe
0,Colorado Therapeutic Riding Center,http://www.ctrcinc.org,[email protected],303-652-9131,"11968 Mineral Road, Longmont, CO, 80504","The mission of the Colorado Therapeutic Riding Center is to change the lives of people with disabilities by promoting their physical, psychological and social well being through equine assisted activities and therapies.
",1980,All Populations,,https://www.facebook.com/hippotherapy,https://www.linkedin.com/company/colorado-therapeutic-riding-center?trk=prof-following-company-logo,https://www.instagram.com/ctrc_2017/,"Therapeutic Riding
Hippotherapy
Interactive Vaulting
Mental Health
We are a premier accredited PATH International center
Retired Horse Sanctuary
Certified with the Global Federation of Animal Sanctuaries
",Boulder
1,Colorado Uplift,,[email protected],3038306615,"400 W. 48th Ave. Suite 250, Denver, CO, 80216","Building long-term, life-changing relationships with urban youth.
",1982,"Children and Youth, Low Income, Urban",https://twitter.com/ColoradoUpLift,https://www.facebook.com/ColoradoUpLift/,https://www.linkedin.com/company/colorado-uplift/,https://www.instagram.com/couplift/,"In school, after school, adventure and post-secondary programs.
",Denver
